标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,本地Markdown
请问北京幼升小可以不去所属划片学校吗？去同区的学校可行吗？,任昊天,2,https://www.zhihu.com/question/455930591/answer/1850399182,7,4,output/zhihu_chaoyang/markdown/1048-请问北京幼升小可以不去所属划片学校吗？去同区的学校可行吗？-1850399182.md
北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？,开放学习,2,https://www.zhihu.com/question/530117476/answer/3446793025,7,4,output/zhihu_chaoyang/markdown/1104-北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？-3446793025.md
北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？,泺小烁,1,https://www.zhihu.com/question/530117476/answer/2830933058,7,4,output/zhihu_chaoyang/markdown/1114-北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？-2830933058.md
北京人大附中朝阳分校，北京第八十中学，北京第十二中的国际部哪个更好呢？,087638,1,https://www.zhihu.com/question/463449337/answer/1925643288,7,4,output/zhihu_chaoyang/markdown/1267-北京人大附中朝阳分校，北京第八十中学，北京第十二中的国际部哪个更好呢？-1925643288.md
人大附中朝阳学校怎么样？,莱昂纳多 迪卡普里奥,1,https://www.zhihu.com/question/303188815/answer/2320846347,7,4,output/zhihu_chaoyang/markdown/958-人大附中朝阳学校怎么样？-2320846347.md
北京昌平立水桥合立方小区 和朝阳北苑紫绶园小区，选哪个好？,邪门歪兔,1,https://www.zhihu.com/question/361711117/answer/2234408402,7,4,output/zhihu_chaoyang/markdown/988-北京昌平立水桥合立方小区-和朝阳北苑紫绶园小区，选哪个好？-2234408402.md
北京明诚国际学校（国内方向）可以和北京哪个档次的小学同台竞技？,北京升学刘老师,0,https://www.zhihu.com/question/639712205/answer/3368634426,7,4,output/zhihu_chaoyang/markdown/1279-北京明诚国际学校（国内方向）可以和北京哪个档次的小学同台竞技？-3368634426.md
坐标北京朝阳双井，想给孩子找个幼儿园。?,Ivy昵昵,0,https://www.zhihu.com/question/534232625/answer/2500045940,7,4,output/zhihu_chaoyang/markdown/575-坐标北京朝阳双井，想给孩子找个幼儿园。-2500045940.md
在北京汇文中学朝阳垂杨柳分校就读是一种什么样的体验？,ttt,0,https://www.zhihu.com/question/549243467/answer/3152560889,7,4,output/zhihu_chaoyang/markdown/610-在北京汇文中学朝阳垂杨柳分校就读是一种什么样的体验？-3152560889.md
人大附中朝阳分校东坝校区怎么样？,于先,0,https://www.zhihu.com/question/389570483/answer/1193677087,7,4,output/zhihu_chaoyang/markdown/991-人大附中朝阳分校东坝校区怎么样？-1193677087.md
北京朝阳买房有什么好的建议？,弥勒佛的妹妹,15,https://www.zhihu.com/question/543836876/answer/1962556938110870992,6,4,output/zhihu_chaoyang/markdown/611-北京朝阳买房有什么好的建议？-1962556938110870992.md
朝阳外国语学校有哪些比较好的老师？,Hancock2001,3,https://www.zhihu.com/question/268671681/answer/420189186,6,4,output/zhihu_chaoyang/markdown/1194-朝阳外国语学校有哪些比较好的老师？-420189186.md
朝阳外国语学校有哪些比较好的老师？,Aaviaaaaa,2,https://www.zhihu.com/question/268671681/answer/2208622531,6,4,output/zhihu_chaoyang/markdown/1200-朝阳外国语学校有哪些比较好的老师？-2208622531.md
北京朝阳垂杨柳中学怎么样？,一枚英语学渣,2,https://www.zhihu.com/question/491017877/answer/1899924277450511033,6,4,output/zhihu_chaoyang/markdown/355-北京朝阳垂杨柳中学怎么样？-1899924277450511033.md
求问北京朝外来广营小学初中怎么样?,走小姐,2,https://www.zhihu.com/question/555458166/answer/2688621120,6,4,output/zhihu_chaoyang/markdown/749-求问北京朝外来广营小学初中怎么样-2688621120.md
人大附中朝阳分校东坝校区怎么样？,贝果甜甜圈,2,https://www.zhihu.com/question/389570483/answer/1440198519,6,4,output/zhihu_chaoyang/markdown/979-人大附中朝阳分校东坝校区怎么样？-1440198519.md
北京市朝阳外国语学校高中的分班分层制度是什么样的？,蒲公英,1,https://www.zhihu.com/question/401251288/answer/1660863582,6,4,output/zhihu_chaoyang/markdown/1206-北京市朝阳外国语学校高中的分班分层制度是什么样的？-1660863582.md
北京市安贞西里的中国教科院朝阳实验学校怎么样？,麦兜蜀黍,1,https://www.zhihu.com/question/346808151/answer/2168004706,6,4,output/zhihu_chaoyang/markdown/615-北京市安贞西里的中国教科院朝阳实验学校怎么样？-2168004706.md
人大附中朝阳分校东坝校区有了解的吗？,泡面头,1,https://www.zhihu.com/question/398937525/answer/1940764795,6,4,output/zhihu_chaoyang/markdown/694-人大附中朝阳分校东坝校区有了解的吗？-1940764795.md
北京人大附中亦庄新城学校和呼家楼中心小学哪个好啊？,这里不是热河,1,https://www.zhihu.com/question/530738673/answer/2578938238,6,4,output/zhihu_chaoyang/markdown/695-北京人大附中亦庄新城学校和呼家楼中心小学哪个好啊？-2578938238.md
北大附中朝阳未来学校如何直升本部？,阿静,1,https://www.zhihu.com/question/414206745/answer/1762318697,6,4,output/zhihu_chaoyang/markdown/840-北大附中朝阳未来学校如何直升本部？-1762318697.md
在北京市民族学校（常营民族小学）就读是一种什么样的体验?,与宇,0,https://www.zhihu.com/question/270968684/answer/357945099,6,4,output/zhihu_chaoyang/markdown/1000-在北京市民族学校（常营民族小学）就读是一种什么样的体验-357945099.md
陈经纶嘉铭分校小学还有寄宿吗?,serena,0,https://www.zhihu.com/question/532880283/answer/2578461538,6,4,output/zhihu_chaoyang/markdown/1025-陈经纶嘉铭分校小学还有寄宿吗-2578461538.md
朝阳外国语学校有哪些比较好的老师？,吵吉肺腑之言,0,https://www.zhihu.com/question/268671681/answer/3544448939,6,4,output/zhihu_chaoyang/markdown/1227-朝阳外国语学校有哪些比较好的老师？-3544448939.md
朝阳外国语是一所怎样的学校？,INFP废宅老张,0,https://www.zhihu.com/question/546043426/answer/6253740313,6,4,output/zhihu_chaoyang/markdown/1228-朝阳外国语是一所怎样的学校？-6253740313.md
请问朝阳外国语学校来广营校区怎么样呢？,熊二,0,https://www.zhihu.com/question/459866009/answer/3199578498,6,4,output/zhihu_chaoyang/markdown/1235-请问朝阳外国语学校来广营校区怎么样呢？-3199578498.md
人大附中朝阳分校东坝校区还行吗？,牧野,0,https://www.zhihu.com/question/404691272/answer/2687440283,6,4,output/zhihu_chaoyang/markdown/774-人大附中朝阳分校东坝校区还行吗？-2687440283.md
北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？,谏垣十四号,0,https://www.zhihu.com/question/530117476/answer/1941211775447053601,6,4,output/zhihu_chaoyang/markdown/900-北京小学跨区转学，普娃，也不想鸡娃。预算500-600万，最好具体到街道位置。东城、西城、海淀怎么选？-1941211775447053601.md
北京较好地段非学区老破小现在可以上车吗？,冰上的小草屋,3,https://www.zhihu.com/question/621405682/answer/3206057747,5,4,output/zhihu_chaoyang/markdown/1306-北京较好地段非学区老破小现在可以上车吗？-3206057747.md
北京的奥林匹克森林公园里，有哪些漂亮的地方？,旅行京人,0,https://www.zhihu.com/question/19584538/answer/2519354895,5,4,output/zhihu_chaoyang/markdown/1359-北京的奥林匹克森林公园里，有哪些漂亮的地方？-2519354895.md
北京幼升小可以跨区报名吗？,北京幼升小,0,https://www.zhihu.com/question/1919341626460967201/answer/2027292357016532375,5,4,output/zhihu_chaoyang/markdown/1432-北京幼升小可以跨区报名吗？-2027292357016532375.md
北大附中朝阳未来学校好吗？,荒泷一斗,17,https://www.zhihu.com/question/284055579/answer/3146073200,4,4,output/zhihu_chaoyang/markdown/1168-北大附中朝阳未来学校好吗？-3146073200.md
如何评价北大附中朝阳未来学校？,陪伴成长的记录,15,https://www.zhihu.com/question/298079076/answer/2324159600,4,4,output/zhihu_chaoyang/markdown/946-如何评价北大附中朝阳未来学校？-2324159600.md
请问清华附中国际学校奥森校区怎么样啊？,小壹择校通,3,https://www.zhihu.com/question/61013418/answer/2617663447,4,4,output/zhihu_chaoyang/markdown/955-请问清华附中国际学校奥森校区怎么样啊？-2617663447.md
北京没有学区的老破小还能买吗?,我叫小博,0,https://www.zhihu.com/question/471640553/answer/2472511821,4,4,output/zhihu_chaoyang/markdown/962-北京没有学区的老破小还能买吗-2472511821.md
东北师范大学附属中学朝阳学校怎么样？,提线木偶,14,https://www.zhihu.com/question/51314403/answer/1655836672,3,4,output/zhihu_chaoyang/markdown/1170-东北师范大学附属中学朝阳学校怎么样？-1655836672.md
北京有哪些豪门小学和豪门中学？各自有什么特色？,赵衍,14,https://www.zhihu.com/question/24402169/answer/3072344797,3,4,output/zhihu_chaoyang/markdown/1243-北京有哪些豪门小学和豪门中学？各自有什么特色？-3072344797.md
北京很多中学都开设分校，这些分校的教学质量和总部一样吗？比如人大附中朝阳学校,老污龟,6,https://www.zhihu.com/question/20277085/answer/2070206495,3,4,output/zhihu_chaoyang/markdown/948-北京很多中学都开设分校，这些分校的教学质量和总部一样吗？比如人大附中朝阳学校-2070206495.md
请问北京二中朝阳学校高中成绩怎么样？生源和师资如何？,bdfmdawzjukvdsehh,4,https://www.zhihu.com/question/542687841/answer/2569446150,3,4,output/zhihu_chaoyang/markdown/1186-请问北京二中朝阳学校高中成绩怎么样？生源和师资如何？-2569446150.md
东北师范大学附属中学朝阳学校怎么样？,小九,3,https://www.zhihu.com/question/51314403/answer/3562964260,3,4,output/zhihu_chaoyang/markdown/1190-东北师范大学附属中学朝阳学校怎么样？-3562964260.md
北京市第二实验小学怎么样？,Scum,3,https://www.zhihu.com/question/532705979/answer/2571168864,3,4,output/zhihu_chaoyang/markdown/1381-北京市第二实验小学怎么样？-2571168864.md
东北师范大学附属中学朝阳学校怎么样？,4eva,2,https://www.zhihu.com/question/51314403/answer/3213001393,3,4,output/zhihu_chaoyang/markdown/1197-东北师范大学附属中学朝阳学校怎么样？-3213001393.md
北京人大附中朝阳分校怎么样？,993,2,https://www.zhihu.com/question/313785202/answer/609631657,3,4,output/zhihu_chaoyang/markdown/1350-北京人大附中朝阳分校怎么样？-609631657.md
坐标朝阳，中考634，八十和清华附中广华选哪个？,死忌,2,https://www.zhihu.com/question/612011172/answer/3119945916,3,4,output/zhihu_chaoyang/markdown/1352-坐标朝阳，中考634，八十和清华附中广华选哪个？-3119945916.md
人大附中朝阳咋样？,雨衣,1,https://www.zhihu.com/question/421786039/answer/1503156936,3,4,output/zhihu_chaoyang/markdown/1148-人大附中朝阳咋样？-1503156936.md
如何辩证的看待人大附中朝阳分校？,zlxj,1,https://www.zhihu.com/question/272085220/answer/2904068187,3,4,output/zhihu_chaoyang/markdown/1150-如何辩证的看待人大附中朝阳分校？-2904068187.md
东北师范大学附属中学朝阳学校的老师打人骂人吗?,吴宇,1,https://www.zhihu.com/question/615833617/answer/3162377020,3,4,output/zhihu_chaoyang/markdown/1202-东北师范大学附属中学朝阳学校的老师打人骂人吗-3162377020.md
朝阳师范高等专科学校怎么样？,tfj,1,https://www.zhihu.com/question/332283044/answer/732671826,3,4,output/zhihu_chaoyang/markdown/1209-朝阳师范高等专科学校怎么样？-732671826.md
现在的北大附中朝阳未来学校怎么样？,千言子,1,https://www.zhihu.com/question/407490179/answer/2565915718,3,4,output/zhihu_chaoyang/markdown/1210-现在的北大附中朝阳未来学校怎么样？-2565915718.md
外省到北京读初中，选择朝阳还是西城？,Yonatan,1,https://www.zhihu.com/question/1921620402616140772/answer/1935366813174182658,3,4,output/zhihu_chaoyang/markdown/1403-外省到北京读初中，选择朝阳还是西城？-1935366813174182658.md
北京幼升小派位结果不满意怎么办?,蕾蕾123,1,https://www.zhihu.com/question/469662802/answer/1983949512,3,4,output/zhihu_chaoyang/markdown/1425-北京幼升小派位结果不满意怎么办-1983949512.md
北京幼升小派位结果不满意怎么办?,派乐儿,1,https://www.zhihu.com/question/469662802/answer/2564909672,3,4,output/zhihu_chaoyang/markdown/1426-北京幼升小派位结果不满意怎么办-2564909672.md
北京八十中枣营校区小学部怎么样?,房子就是信仰,0,https://www.zhihu.com/question/446031887/answer/1755118061,3,4,output/zhihu_chaoyang/markdown/1428-北京八十中枣营校区小学部怎么样-1755118061.md
北京朝阳小升初，想去八十中，派位被抽中的可能性有多大  ?,凯睿,0,https://www.zhihu.com/question/596904228/answer/2994113288,3,4,output/zhihu_chaoyang/markdown/996-北京朝阳小升初，想去八十中，派位被抽中的可能性有多大-2994113288.md
我是北京人！老公外地的！我们没钱买房！租房住打算！谁知道对孩子上学有什么影响呢？,小T聊上学,0,https://www.zhihu.com/question/49945292/answer/37095291256,42,3,output/zhihu_chaoyang/markdown/736-我是北京人！老公外地的！我们没钱买房！租房住打算！谁知道对孩子上学有什么影响呢？-37095291256.md
